Date,Close
6/1/2021 16:00,59.65
6/2/2021 16:00,59.65
6/3/2021 16:00,63.46
6/4/2021 16:00,63.37
6/7/2021 16:00,63.23
6/8/2021 16:00,63.92
6/9/2021 16:00,62.77
6/10/2021 16:00,61.34
6/11/2021 16:00,61.49
6/14/2021 16:00,60.79
6/15/2021 16:00,60.81
6/16/2021 16:00,61.76
6/17/2021 16:00,60.08
6/18/2021 16:00,58.76
6/21/2021 16:00,59.3
6/22/2021 16:00,59.24
6/23/2021 16:00,60.12
6/24/2021 16:00,60.04
6/25/2021 16:00,60.3
6/28/2021 16:00,58.64
6/29/2021 16:00,58.83
6/30/2021 16:00,59.17
7/1/2021 16:00,59.11
7/2/2021 16:00,58.96
7/6/2021 16:00,57.46
7/7/2021 16:00,56.59
7/8/2021 16:00,56.06
7/9/2021 16:00,58.76
7/12/2021 16:00,58.97
7/13/2021 16:00,58.73
7/14/2021 16:00,58
7/15/2021 16:00,56.95
7/16/2021 16:00,55.46
7/19/2021 16:00,54.18
7/20/2021 16:00,56.15
7/21/2021 16:00,57.05
7/22/2021 16:00,55.64
7/23/2021 16:00,54.94
7/26/2021 16:00,55.77
7/27/2021 16:00,55
7/28/2021 16:00,55.49
7/29/2021 16:00,57.28
7/30/2021 16:00,56.84
8/2/2021 16:00,57.03
8/3/2021 16:00,57.88
8/4/2021 16:00,52.72
8/5/2021 16:00,54.44
8/6/2021 16:00,55.05
8/9/2021 16:00,53.95
8/10/2021 16:00,54.26
8/11/2021 16:00,54.27
8/12/2021 16:00,54.62
8/13/2021 16:00,53.65
8/16/2021 16:00,52.95
8/17/2021 16:00,50.47
8/18/2021 16:00,50.84
8/19/2021 16:00,49.08
8/20/2021 16:00,48.8
8/23/2021 16:00,48.18
8/24/2021 16:00,49.57
8/25/2021 16:00,49.7
8/26/2021 16:00,48.62
8/27/2021 16:00,49.8
8/30/2021 16:00,49.17
8/31/2021 16:00,49.01
9/1/2021 16:00,49.11
9/2/2021 16:00,48.95
9/3/2021 16:00,48.82
9/7/2021 16:00,48.72
9/8/2021 16:00,48.97
9/9/2021 16:00,48.42
9/10/2021 16:00,49.49
9/13/2021 16:00,50.82
9/14/2021 16:00,50.74
9/15/2021 16:00,51.82
9/16/2021 16:00,51.52
9/17/2021 16:00,51.33
9/20/2021 16:00,49.37
9/21/2021 16:00,49.37
9/22/2021 16:00,50.78
9/23/2021 16:00,51.92
9/24/2021 16:00,52.23
9/27/2021 16:00,53.24
9/28/2021 16:00,52.85
9/29/2021 16:00,52.93
9/30/2021 16:00,52.71
10/1/2021 16:00,53.13
10/4/2021 16:00,53.98
10/5/2021 16:00,54.34
10/6/2021 16:00,53.93
10/7/2021 16:00,56.44
10/8/2021 16:00,58.57
10/11/2021 16:00,58.09
10/12/2021 16:00,58.96
10/13/2021 16:00,57.77
10/14/2021 16:00,57.69
10/15/2021 16:00,58
10/18/2021 16:00,56.89
10/19/2021 16:00,56.85
10/20/2021 16:00,57.67
10/21/2021 16:00,58.41
10/22/2021 16:00,57.77
10/25/2021 16:00,57.76
10/26/2021 16:00,57.37
10/27/2021 16:00,54.26
10/28/2021 16:00,54.24
10/29/2021 16:00,54.43
11/1/2021 16:00,55.49
11/2/2021 16:00,55.59
11/3/2021 16:00,56
11/4/2021 16:00,58.64
11/5/2021 16:00,58.52
11/8/2021 16:00,59.6
11/9/2021 16:00,58.62
11/10/2021 16:00,59.27
11/11/2021 16:00,61.82
11/12/2021 16:00,63.4
11/15/2021 16:00,62.97
11/16/2021 16:00,62.61
11/17/2021 16:00,64.61
11/18/2021 16:00,62.33
11/19/2021 16:00,61.8
11/22/2021 16:00,64.06
11/23/2021 16:00,63.05
11/24/2021 16:00,62.19
11/26/2021 13:00,60.17
11/29/2021 16:00,59.86
11/30/2021 16:00,57.87
12/1/2021 16:00,58.06
12/2/2021 16:00,61.02
12/3/2021 16:00,59.71
12/6/2021 16:00,59.84
12/7/2021 16:00,61.53
12/8/2021 16:00,60.78
12/9/2021 16:00,59.62
12/10/2021 16:00,63.21
12/13/2021 16:00,59.13
12/14/2021 16:00,58.4
12/15/2021 16:00,58.61
12/16/2021 16:00,58.39
12/17/2021 16:00,55.16
12/20/2021 16:00,54.04
12/21/2021 16:00,54.79
12/22/2021 16:00,56.08
12/23/2021 16:00,56.91
12/27/2021 16:00,57.43
12/28/2021 16:00,57.11
12/29/2021 16:00,57.23
12/30/2021 16:00,58.13
12/31/2021 16:00,58.63
